,DebugRVA,DebugSize,Dll,ExportRVA,ExportSize,IATRVA,ImageVersion,LinkerVersion,NumberOfSections,OSVersion,ResSize,StackReserveSize,filename,clean
sample694,4096,28,1344,4368,3195,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-security-base-l1-1-0.dll,1
sample695,4896,28,33088,0,0,4096,6,9,4,6,109016,262144,samples/cleanfiles/PresentationSettings.exe,1
sample696,4864,28,320,86832,246,4096,6,9,4,6,81504,262144,samples/cleanfiles/netplwiz.dll,1
sample697,4096,28,1344,4128,466,0,6,9,2,6,1008,262144,samples/cleanfiles/iprop.dll,1
sample698,297728,56,320,293172,177,4096,6,9,5,6,4512,262144,samples/cleanfiles/PhotoMetadataHandler.dll,1
sample699,1344800,28,320,2179872,31860,1343488,0,9,5,5,1820,1048576,samples/cleanfiles/python27.dll,1
sample7,4544,28,320,75040,104,4096,6,9,4,6,1080,262144,samples/cleanfiles/fdWCN.dll,1
sample70,5488,28,320,165968,132,4096,6,9,4,6,646640,262144,samples/cleanfiles/fontext.dll,1
sample700,4528,28,320,187296,107,4096,6,9,4,6,30128,262144,samples/cleanfiles/sdiagprv.dll,1
sample701,0,0,1344,0,0,0,6,9,1,6,1288,262144,samples/cleanfiles/bridgeres.dll,1
sample702,4480,28,320,23136,390,4096,6,9,5,6,1088,262144,samples/cleanfiles/printfilterpipelineprxy.dll,1
sample703,5664,28,33088,0,0,4096,6,9,4,6,87232,262144,samples/cleanfiles/WerFault.exe,1
sample704,4768,28,320,70304,360,4096,6,9,4,6,80936,262144,samples/cleanfiles/werui.dll,1
sample705,305628,56,320,22312,162,4096,6,9,4,6,9528,262144,samples/cleanfiles/mssph.dll,1
sample706,59140,56,33088,0,0,4096,6,9,4,6,2016,262144,samples/cleanfiles/reg.exe,1
sample707,4336,28,320,23696,676,4096,6,9,4,6,1008,262144,samples/cleanfiles/efsutil.dll,1
sample708,4944,28,320,140080,219,4096,6,9,4,6,1192,262144,samples/cleanfiles/AuxiliaryDisplayDriverLib.dll,1
sample709,4848,28,320,78464,513,4096,6,9,4,6,203216,262144,samples/cleanfiles/modemui.dll,1
sample71,180836,56,320,9172,1756,4096,6,9,4,6,1032,262144,samples/cleanfiles/sqmapi.dll,1
sample710,531384,56,320,525568,190,4096,21315,9,7,6,1088,262144,samples/cleanfiles/WMSPDMOD.DLL,1
sample711,4832,28,320,36064,163,4096,6,9,5,6,4624,262144,samples/cleanfiles/rshx32.dll,1
sample712,5280,28,320,68336,107,4096,6,9,4,6,73808,262144,samples/cleanfiles/autoplay.dll,1
sample713,4096,28,320,34800,50,45260,6,10,5,6,24272,262144,samples/cleanfiles/vfnet.dll,1
sample714,7840,56,320,4192,79,4096,6,9,4,6,1064,262144,samples/cleanfiles/msidle.dll,1
sample715,4320,28,320,11136,165,4096,6,9,4,6,4152,262144,samples/cleanfiles/eventcls.dll,1
sample716,4512,28,320,22144,103,4096,6,9,5,6,7744,262144,samples/cleanfiles/dtsh.dll,1
sample717,228828,56,320,8744,1137,4096,6,9,4,6,1008,262144,samples/cleanfiles/WMASF.DLL,1
sample718,190624,56,320,10228,32838,4096,6,9,4,6,1040,262144,samples/cleanfiles/framedyn.dll,1
sample719,4448,28,320,33104,77,4096,6,9,4,6,3768,262144,samples/cleanfiles/dimsroam.dll,1
sample72,4896,28,320,72032,473,4096,6,9,4,6,1032,262144,samples/cleanfiles/olethk32.dll,1
sample720,0,0,1344,0,0,0,10,11,1,6,55912,1048576,samples/cleanfiles/mfc110ita.dll,1
sample721,0,0,1344,0,0,0,6,9,1,6,50272,262144,samples/cleanfiles/DocumentPerformanceEvents.dll,1
sample722,305832,56,320,5496,3251,4096,6,9,5,6,11584,262144,samples/cleanfiles/certcli.dll,1
sample723,4400,28,320,51056,134,4096,6,9,4,6,1152,262144,samples/cleanfiles/LSCSHostPolicy.dll,1
sample724,4576,28,0,59536,91,4096,8,8,4,5,1088,1048576,samples/cleanfiles/mscories.dll,1
sample725,5424,28,33088,0,0,4096,6,9,4,6,57280,262144,samples/cleanfiles/p2phost.exe,1
sample726,5296,28,320,60800,192,4096,6,9,4,6,45128,262144,samples/cleanfiles/racpldlg.dll,1
sample727,5136,28,33088,0,0,4096,6,9,4,6,2296,262144,samples/cleanfiles/rdpshell.exe,1
sample728,4320,28,320,14720,77,4096,6,9,4,6,1320,262144,samples/cleanfiles/whhelper.dll,1
sample729,76856,56,320,7580,671,4096,6,9,4,6,1776,262144,samples/cleanfiles/spfileq.dll,1
sample73,4096,28,1344,4128,111,0,6,9,2,6,1032,262144,samples/cleanfiles/dpnaddr.dll,1
sample730,4096,28,1344,4256,184,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-handle-l1-1-0.dll,1
sample731,4624,28,33088,0,0,4096,6,9,4,6,2064,262144,samples/cleanfiles/sfc.exe,1
sample732,10884,56,320,5436,567,4096,6,9,4,6,984,262144,samples/cleanfiles/dciman32.dll,1
sample733,1021764,56,320,15128,28050,4096,6,9,4,6,42168,262144,samples/cleanfiles/mfc42.dll,1
sample734,4480,28,320,20832,162,4096,6,9,4,6,1048,262144,samples/cleanfiles/srwmi.dll,1
sample735,4640,28,320,183328,205,4096,6,9,4,6,20776,262144,samples/cleanfiles/apircl.dll,1
sample736,5208,56,1344,4340,636,4096,6,9,4,6,1040,262144,samples/cleanfiles/shimeng.dll,1
sample737,4896,28,0,180224,3940,4096,6,9,12,6,1048,262144,samples/cleanfiles/hal.dll,1
sample738,4560,28,320,39008,73,4096,6,9,4,6,3464,262144,samples/cleanfiles/tbssvc.dll,1
sample739,215308,56,320,74500,182,4096,6,9,4,6,20376,262144,samples/cleanfiles/dhcpcore.dll,1
sample74,4096,28,1344,4240,155,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-fibers-l1-1-0.dll,1
sample740,4480,28,33088,0,0,4096,6,9,4,6,17480,262144,samples/cleanfiles/SecEdit.exe,1
sample741,241944,56,320,236408,177,4096,6,9,4,6,4336,262144,samples/cleanfiles/MediaMetadataHandler.dll,1
sample742,4528,28,320,79296,307,4096,6,9,4,6,21248,262144,samples/cleanfiles/Kswdmcap.ax,1
sample743,4896,28,320,559248,126,4096,6,9,4,6,1584,262144,samples/cleanfiles/sqlceqp30.dll,1
sample744,4256,28,320,13184,72,4096,6,9,4,6,992,262144,samples/cleanfiles/tsbyuv.dll,1
sample745,4768,28,320,68640,165,4096,6,9,4,6,1472,262144,samples/cleanfiles/srhelper.dll,1
sample746,4832,28,33088,0,0,4096,6,9,4,6,29240,262144,samples/cleanfiles/tabcal.exe,1
sample747,7968,28,1344,7888,80,0,6,9,3,6,1056,262144,samples/cleanfiles/KBDFI1.DLL,1
sample748,4720,28,320,50384,172,4096,6,9,4,6,6472,262144,samples/cleanfiles/findnetprinters.dll,1
sample749,4448,28,320,55952,163,4096,6,9,4,6,1120,262144,samples/cleanfiles/MSDvbNP.ax,1
sample75,82812,56,320,4448,105,4096,6,9,4,6,17512,262144,samples/cleanfiles/shacct.dll,1
sample750,0,0,1344,0,0,0,6,9,1,6,34312,262144,samples/cleanfiles/pifmgr.dll,1
sample751,9424,28,320,89920,165,8192,6,9,5,6,43664,262144,samples/cleanfiles/recovery.dll,1
sample752,4208,56,320,130512,89,168400,10,11,5,6,992,1048576,samples/cleanfiles/VSCover110.dll,1
sample753,4448,28,1344,250752,160,4096,6,9,4,6,1328,262144,samples/cleanfiles/qdv.dll,1
sample754,73844,56,320,4532,702,4096,6,9,4,6,1648,262144,samples/cleanfiles/davclnt.dll,1
sample755,6752,28,1344,6672,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDLT.DLL,1
sample756,4960,28,320,282592,161,4096,6,9,4,6,1112,262144,samples/cleanfiles/mfds.dll,1
sample757,4656,28,320,59424,167,4096,6,9,4,6,4640,262144,samples/cleanfiles/correngine.dll,1
sample758,5808,28,320,236416,130,4096,6,9,4,6,80568,262144,samples/cleanfiles/appmgr.dll,1
sample759,4288,28,33088,0,0,4096,6,9,4,6,2792,262144,samples/cleanfiles/ctfmon.exe,1
sample76,4448,28,320,108528,666,4096,6,9,4,6,1312,262144,samples/cleanfiles/dot3msm.dll,1
sample760,106288,56,320,9936,125,4096,6,9,4,6,23896,262144,samples/cleanfiles/bcdsrv.dll,1
sample761,4368,28,320,42064,140,4096,6,9,4,6,1040,262144,samples/cleanfiles/udhisapi.dll,1
sample762,213628,56,320,104044,109,4096,6,9,4,6,14824,262144,samples/cleanfiles/nlasvc.dll,1
sample763,4704,28,49472,0,0,151552,6,11,5,6,523304,262144,samples/cleanfiles/ie4uinit.exe,1
sample764,94180,56,320,4708,3265,4096,6,9,4,6,1048,262144,samples/cleanfiles/sspicli.dll,1
sample765,0,0,1344,0,0,0,6,9,1,6,5089840,262144,samples/cleanfiles/NlsLexicons0416.dll,1
sample766,4640,28,320,147440,79,4096,6,9,4,6,1296,262144,samples/cleanfiles/wmidx.dll,1
sample767,11280,28,1344,11056,213,8192,6,9,4,6,1040,262144,samples/cleanfiles/KBDKOR.DLL,1
sample768,4512,28,33088,0,0,4096,6,9,4,6,2032,262144,samples/cleanfiles/doskey.exe,1
sample769,151216,56,320,6336,3033,4096,6,9,4,6,12888,262144,samples/cleanfiles/duser.dll,1
sample77,0,0,1344,0,0,0,6,9,1,6,53504,262144,samples/cleanfiles/WsmRes.dll,1
sample770,5632,28,320,318640,106,4096,6,9,4,6,581664,262144,samples/cleanfiles/Vault.dll,1
sample771,4208,28,320,7072,58,4096,6,9,4,6,175696,262144,samples/cleanfiles/miguiresource.dll,1
sample772,4640,28,33088,0,0,4096,6,9,4,6,2080,262144,samples/cleanfiles/typeperf.exe,1
sample773,54804,56,320,10508,1147,4096,6,9,4,6,1024,262144,samples/cleanfiles/srvcli.dll,1
sample774,2014360,56,320,2013908,316,2203648,21315,10,7,6,15704,262144,samples/cleanfiles/msmpeg2vdec.dll,1
sample775,4832,28,320,129552,746,4096,6,9,4,6,984,262144,samples/cleanfiles/uudf.dll,1
sample777,4144,28,1344,9616,105,4096,6,9,4,6,1008,262144,samples/cleanfiles/panmap.dll,1
sample778,4784,28,33088,0,0,4096,6,9,4,6,1328,262144,samples/cleanfiles/taskhost.exe,1
sample779,248044,56,320,37040,366,4096,6,9,4,6,10616,262144,samples/cleanfiles/netman.dll,1
sample78,4528,28,320,4475024,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0816.dll,1
sample780,4336,28,320,16992,495,4096,6,9,4,6,1048,262144,samples/cleanfiles/dbnmpntw.dll,1
sample781,7264,28,1344,7168,82,0,6,9,3,6,1048,262144,samples/cleanfiles/KBDHELA3.DLL,1
sample782,21824,56,320,5748,166,4096,6,9,4,6,8760,262144,samples/cleanfiles/tvratings.dll,1
sample783,4624,28,320,372000,1339,4096,6,9,5,6,72216,262144,samples/cleanfiles/usp10.dll,1
sample784,0,0,1344,0,0,0,6,9,1,6,732168,262144,samples/cleanfiles/qedwipes.dll,1
sample785,4384,28,320,22352,1690,4096,6,9,4,6,1032,262144,samples/cleanfiles/WinFax.dll,1
sample786,5072,28,320,246976,111,4096,6,9,4,6,42544,262144,samples/cleanfiles/wmicmiplugin.dll,1
sample787,4096,28,1344,4288,878,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-misc-l1-1-0.dll,1
sample788,4320,28,320,11136,81,4096,6,9,4,6,1320,262144,samples/cleanfiles/dhcpcmonitor.dll,1
sample789,95672,56,320,92772,162,4096,6,9,4,6,4328,262144,samples/cleanfiles/imapi.dll,1
sample79,19596,56,320,18088,191,4096,6,9,5,6,1072,262144,samples/cleanfiles/catsrvps.dll,1
sample790,7792,28,1344,7712,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDSL.DLL,1
sample791,5072,28,320,139696,580,4096,6,9,4,6,1056,262144,samples/cleanfiles/dmvdsitf.dll,1
sample792,4256,28,33088,0,0,4096,6,9,4,6,75576,262144,samples/cleanfiles/SystemPropertiesProtection.exe,1
sample793,4624,28,320,43696,106,4096,6,9,4,6,6064,262144,samples/cleanfiles/msident.dll,1
sample795,4512,28,320,18368,338,4096,6,9,4,6,1064,262144,samples/cleanfiles/vdmredir.dll,1
sample796,4736,28,320,0,0,4096,6,9,4,6,2032,262144,samples/cleanfiles/smss.exe,1
sample797,4576,28,320,80096,644,4096,6,9,4,6,1288,262144,samples/cleanfiles/cryptxml.dll,1
sample798,4464,28,33088,0,0,4096,6,9,4,6,2072,262144,samples/cleanfiles/tsdiscon.exe,1
sample799,4256,28,320,9312,83,4096,6,9,4,6,1080,262144,samples/cleanfiles/TapiSysprep.dll,1
sample8,4480,28,33088,0,0,4096,6,9,4,6,2112,262144,samples/cleanfiles/qappsrv.exe,1
sample80,4096,28,1344,4256,450,0,6,9,2,6,1008,262144,samples/cleanfiles/api-ms-win-core-console-l1-1-0.dll,1
sample800,45344,28,448,64896,84,45056,500,10,5,4,1088,1048576,samples/cleanfiles/VBoxOGLpassthroughspu.dll,1
sample801,424740,56,320,417632,122,4096,21315,9,4,6,1096,262144,samples/cleanfiles/wmdrmdev.dll,1
sample802,231956,56,320,4808,6905,4096,6,9,4,6,19032,262144,samples/cleanfiles/dnsapi.dll,1
sample803,8240,28,1344,8112,114,0,6,9,3,6,1048,262144,samples/cleanfiles/kbdnecnt.dll,1
sample804,46332,56,320,4360,160,4096,6,9,4,6,1880,262144,samples/cleanfiles/umb.dll,1
sample805,5216,28,320,300256,163,4096,6,9,5,6,422272,262144,samples/cleanfiles/rasgcw.dll,1
sample806,21104,28,320,67232,192,20480,10,11,5,6,1016,1048576,samples/cleanfiles/mfcm110u.dll,1
sample807,0,0,1344,0,0,0,6,9,1,6,1288,262144,samples/cleanfiles/iologmsg.dll,1
sample808,5088,28,33088,0,0,4096,6,9,4,6,89488,262144,samples/cleanfiles/wksprt.exe,1
sample809,194196,56,320,56992,163,4096,6,9,4,6,1104,262144,samples/cleanfiles/MSNP.ax,1
sample81,5376,28,320,258128,243,4096,6,9,4,6,1044736,262144,samples/cleanfiles/wlanpref.dll,1
sample810,4592,28,33088,0,0,4096,6,9,4,6,71608,262144,samples/cleanfiles/RelPost.exe,1
sample811,4704,28,320,113648,991,4096,6,9,4,6,17424,262144,samples/cleanfiles/PeerDist.dll,1
sample812,4416,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/hwrcomp.exe,1
sample813,4128,28,320,79504,113,90396,6,10,5,6,952,262144,samples/cleanfiles/dxgidebug.dll,1
sample814,215692,56,448,5436,699,4096,6,9,4,6,3160,262144,samples/cleanfiles/rsaenh.dll,1
sample815,4928,28,33088,0,0,4096,6,9,4,6,241920,262144,samples/cleanfiles/cttune.exe,1
sample816,4528,28,320,48192,180,4096,6,9,4,6,7616,262144,samples/cleanfiles/WABSyncProvider.dll,1
sample817,4672,28,320,79200,105,4096,6,9,5,6,1040,262144,samples/cleanfiles/WcnApi.dll,1
sample818,102728,56,320,4776,176,4096,6,9,5,6,50328,262144,samples/cleanfiles/PortableDeviceTypes.dll,1
sample819,4336,28,320,18032,145,4096,6,9,4,6,1008,262144,samples/cleanfiles/spopk.dll,1
sample82,0,0,1344,0,0,0,10,11,1,6,48320,1048576,samples/cleanfiles/mfc110enu.dll,1
sample820,4352,28,320,13808,314,4096,6,9,4,6,1768,262144,samples/cleanfiles/streamci.dll,1
sample821,4336,56,320,717600,10896,746504,10,11,5,6,9280,1048576,samples/cleanfiles/vcamp110d.dll,1
sample822,4512,28,33088,0,0,4096,6,9,4,6,3840,262144,samples/cleanfiles/grpconv.exe,1
sample823,4144,28,1024,20480,250,4096,6,9,6,6,1008,262144,samples/cleanfiles/kdusb.dll,1
sample824,119500,56,320,4936,6986,4096,6,9,4,6,164928,262144,samples/cleanfiles/mmcbase.dll,1
sample825,7024,28,1344,6928,82,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDINTAM.DLL,1
sample826,7600,28,1344,7520,79,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDFC.DLL,1
sample827,4448,28,33088,0,0,4096,6,9,4,6,61936,262144,samples/cleanfiles/newdev.exe,1
sample828,4256,28,320,8016,78,4096,6,9,4,6,1064,262144,samples/cleanfiles/CIRCoInst.dll,1
sample829,5136,28,320,327504,77,4096,6,9,4,6,1328,262144,samples/cleanfiles/nshipsec.dll,1
sample83,4096,28,1344,4240,195,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-util-l1-1-0.dll,1
sample830,64108,56,320,60064,313,4096,6,9,4,6,378752,262144,samples/cleanfiles/wiashext.dll,1
sample831,150952,56,320,46688,110,4096,6,9,4,6,1280,262144,samples/cleanfiles/ssdpsrv.dll,1
sample832,4560,28,320,31312,161,4096,6,9,4,6,220768,262144,samples/cleanfiles/spwizui.dll,1
sample833,17604,56,320,15584,275,4096,6,9,4,6,1048,262144,samples/cleanfiles/mgmtapi.dll,1
sample834,5824,28,33088,0,0,4096,6,9,4,6,214568,262144,samples/cleanfiles/msra.exe,1
sample835,4304,28,320,9312,165,4096,6,9,5,6,1072,262144,samples/cleanfiles/bitsprx6.dll,1
sample837,4704,28,320,33056,162,4096,6,9,5,6,94376,262144,samples/cleanfiles/wpcao.dll,1
sample838,4432,28,1344,0,0,4096,6,9,4,6,2064,262144,samples/cleanfiles/poqexec.exe,1
sample839,628932,56,320,622952,165,4096,6,9,5,6,48504,262144,samples/cleanfiles/imapi2fs.dll,1
sample84,8384,28,320,40800,189,8192,6,9,5,6,1056,262144,samples/cleanfiles/vds_ps.dll,1
sample840,4480,28,33088,0,0,4096,6,9,4,6,1992,262144,samples/cleanfiles/subst.exe,1
sample841,4432,28,33088,0,0,4096,6,9,4,6,2080,262144,samples/cleanfiles/ktmutil.exe,1
sample842,878968,56,320,221712,61562,0,6,9,5,6,368680,262144,samples/cleanfiles/ntdll.dll,1
sample843,246736,56,320,5320,253,4096,6,9,4,6,1344,262144,samples/cleanfiles/taskcomp.dll,1
sample844,4288,28,1024,36864,732,4096,6,9,8,6,15456,262144,samples/cleanfiles/PSHED.DLL,1
sample845,4416,28,320,21248,517,4096,6,9,4,6,1040,262144,samples/cleanfiles/rasser.dll,1
sample846,4608,28,33088,0,0,4096,6,9,4,6,1360,262144,samples/cleanfiles/rdpsign.exe,1
sample847,147592,56,320,4684,163,4096,6,9,5,6,5128,262144,samples/cleanfiles/QAGENT.DLL,1
sample848,1093156,56,320,179936,245,4096,6,9,4,6,181032,262144,samples/cleanfiles/CertEnroll.dll,1
sample849,285088,56,320,5540,163,4096,6,9,5,6,82096,262144,samples/cleanfiles/imapi2.dll,1
sample85,6736,28,1344,6656,80,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDHU1.DLL,1
sample850,4336,28,320,37424,139,4096,6,9,4,6,247360,262144,samples/cleanfiles/thawbrkr.dll,1
sample851,151412,56,320,144804,160,4096,6,9,5,6,19832,262144,samples/cleanfiles/els.dll,1
sample852,6000,28,320,226288,168,4096,6,9,4,6,1150872,262144,samples/cleanfiles/DxpTaskSync.dll,1
sample853,72512,56,320,5912,1716,4096,6,9,4,6,1296,262144,samples/cleanfiles/wdi.dll,1
sample854,73120,56,49472,0,0,380928,10,14,5,10,2176,262144,samples/cleanfiles/MpSigStub.exe,1
sample855,5062136,28,34112,0,0,8192,0,8,3,4,1216,1048576,samples/cleanfiles/AuthFWSnapin.dll,1
sample856,18812,56,33088,0,0,4096,6,9,4,6,2064,262144,samples/cleanfiles/svchost.exe,1
sample857,0,0,1344,0,0,0,6,9,1,6,1248,262144,samples/cleanfiles/msxml6r.dll,1
sample858,0,0,1344,0,0,0,6,9,1,6,704720,262144,samples/cleanfiles/imagesp1.dll,1
sample859,18672,56,320,16536,87,4096,6,9,4,6,1984,262144,samples/cleanfiles/jnwmon.dll,1
sample86,4288,28,320,13184,127,4096,6,9,4,6,1072,262144,samples/cleanfiles/muifontsetup.dll,1
sample860,4304,28,320,18288,457,4096,6,9,4,6,1000,262144,samples/cleanfiles/davhlpr.dll,1
sample861,4448,28,320,170080,162,4096,6,9,4,6,1104,262144,samples/cleanfiles/dmime.dll,1
sample862,0,0,1344,0,0,0,6,9,1,6,7776,262144,samples/cleanfiles/pcaevts.dll,1
sample863,5360,28,320,342624,166,4096,6,9,4,6,205640,262144,samples/cleanfiles/wuapi.dll,1
sample864,4880,28,320,392304,107,4096,6,9,4,6,27160,262144,samples/cleanfiles/XPSSHHDR.dll,1
sample865,4384,28,320,158240,162,4096,6,9,4,6,1016,262144,samples/cleanfiles/dsdmo.dll,1
sample866,4096,28,1344,4128,607,0,6,9,2,6,1008,262144,samples/cleanfiles/lz32.dll,1
sample867,4416,28,33088,0,0,4096,6,9,4,6,2040,262144,samples/cleanfiles/query.exe,1
sample868,50416,56,320,48652,163,4096,6,9,4,6,1696,262144,samples/cleanfiles/mfvdsp.dll,1
sample869,97948,56,320,17448,110,4096,6,9,4,6,1328,262144,samples/cleanfiles/SessEnv.dll,1
sample87,4832,28,320,312448,162,4096,6,9,4,6,12432,262144,samples/cleanfiles/WPDSp.dll,1
sample870,6848,28,1344,6752,82,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDMAORI.DLL,1
sample871,4656,28,33088,0,0,4096,6,9,4,6,5104,262144,samples/cleanfiles/TSTheme.exe,1
sample872,5824,28,320,116704,1636,4096,6,9,4,6,419160,262144,samples/cleanfiles/fvewiz.dll,1
sample873,972260,56,320,6860,5252,4096,6,9,4,6,26608,262144,samples/cleanfiles/lsasrv.dll,1
sample874,4736,28,0,131072,3940,4096,6,9,11,6,1040,262144,samples/cleanfiles/halacpi.dll,1
sample875,6992,28,1344,6896,82,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDMLT48.DLL,1
sample876,7536,28,1344,7440,82,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDTIPRC.DLL,1
sample877,4240,28,320,37152,115,4096,6,9,4,6,1064,262144,samples/cleanfiles/SortServer2003Compat.dll,1
sample878,4736,28,33088,0,0,4096,6,9,4,6,2096,262144,samples/cleanfiles/w32tm.exe,1
sample879,193516,56,320,5364,536,4096,6,9,4,6,238584,262144,samples/cleanfiles/ntshrui.dll,1
sample88,5808,28,320,120528,106,4096,6,9,4,6,20760,262144,samples/cleanfiles/xwtpdui.dll,1
sample880,419280,56,320,54688,317,4096,6,9,4,6,42864,262144,samples/cleanfiles/riched20.dll,1
sample881,7520,28,1344,7424,82,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDIULAT.DLL,1
sample882,4416,28,33088,0,0,4096,6,9,4,6,2080,262144,samples/cleanfiles/reset.exe,1
sample883,53376,28,1024,0,0,53248,6,9,6,6,1032,262144,samples/cleanfiles/vga256.dll,1
sample884,4160,28,320,64800,147,77824,6,11,5,6,984,262144,samples/cleanfiles/iesysprep.dll,1
sample885,4576,28,320,90016,106,4096,6,9,4,6,2240,262144,samples/cleanfiles/sppinst.dll,1
sample886,5888,28,320,177136,105,4096,6,9,4,6,576232,262144,samples/cleanfiles/wpccpl.dll,1
sample887,126600,56,320,5528,2109,4096,6,9,4,6,1312,262144,samples/cleanfiles/WinSCard.dll,1
sample888,4480,28,320,27328,136,4096,6,9,4,6,2040,262144,samples/cleanfiles/perfdisk.dll,1
sample889,26896,56,320,23132,2344,4096,6,9,4,6,1040,262144,samples/cleanfiles/w32topl.dll,1
sample89,5056,28,320,279472,144,4096,6,9,4,6,1048,262144,samples/cleanfiles/cmipnpinstall.dll,1
sample890,25032,56,320,16980,6761,4096,6,9,4,6,984,262144,samples/cleanfiles/mfcsubs.dll,1
sample891,0,0,1344,0,0,0,6,9,1,6,83648,262144,samples/cleanfiles/INETRES.dll,1
sample892,0,0,1344,0,0,0,6,9,1,6,51720,262144,samples/cleanfiles/BlbEvents.dll,1
sample893,343376,56,320,5796,196,4096,6,9,4,6,2391376,262144,samples/cleanfiles/themeui.dll,1
sample894,4544,28,320,36928,172,4096,6,9,4,6,4216,262144,samples/cleanfiles/RegCtrl.dll,1
sample895,4304,28,320,11200,110,4096,6,9,4,6,2528,262144,samples/cleanfiles/fdPHost.dll,1
sample896,4736,28,320,55424,112,4096,6,9,4,6,119632,262144,samples/cleanfiles/DevicePairing.dll,1
sample897,21112,56,320,4332,719,4096,6,9,4,6,1032,262144,samples/cleanfiles/netutils.dll,1
sample898,4128,28,33088,0,0,40960,6,11,5,6,101320,262144,samples/cleanfiles/wextract.exe,1
sample899,2639948,56,320,2534036,79,4096,6,9,4,6,4592,262144,samples/cleanfiles/NlsData0011.dll,1
sample9,4256,28,33088,0,0,589824,6,11,5,6,11664,262144,samples/cleanfiles/MsSpellCheckingFacility.exe,1
sample90,4688,28,33088,0,0,4096,6,9,4,6,82312,262144,samples/cleanfiles/fontview.exe,1
sample900,4304,28,320,12800,171,4096,6,9,4,6,1416,262144,samples/cleanfiles/mscpxl32.dLL,1
sample901,0,0,1344,0,0,0,6,9,1,6,50904,262144,samples/cleanfiles/microsoft-windows-kernel-power-events.dll,1
sample902,4432,28,320,28672,165,4096,6,9,4,6,86328,262144,samples/cleanfiles/setupcln.dll,1
sample903,11448,56,320,6520,106,4096,6,9,4,6,1056,262144,samples/cleanfiles/nrpsrv.dll,1
sample904,95536,56,320,87344,4643,4096,6,9,4,6,1128,262144,samples/cleanfiles/mtxoci.dll,1
sample905,0,0,1344,0,0,0,6,9,1,6,43804,262144,samples/cleanfiles/vmbusres.dll,1
sample906,4528,28,320,1957792,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0003.dll,1
sample907,369624,56,320,367468,189,4096,6,9,6,6,6240,262144,samples/cleanfiles/MP4SDECD.DLL,1
sample908,0,0,1344,0,0,0,6,9,1,6,1972064,262144,samples/cleanfiles/NlsLexicons004e.dll,1
sample909,4336,28,320,18688,98,4096,6,9,4,6,1040,262144,samples/cleanfiles/rdprefdrvapi.dll,1
sample91,0,0,1344,0,0,0,6,9,1,6,68104,262144,samples/cleanfiles/nlsbres.dll,1
sample910,6688,28,1344,6608,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDKAZ.DLL,1
sample911,4448,28,320,33936,164,4096,6,9,4,6,8064,262144,samples/cleanfiles/certenc.dll,1
sample912,8384,28,320,13184,111,8192,6,9,5,6,1072,262144,samples/cleanfiles/wscproxystub.dll,1
